abv,beer_name,brew_factory_name,id,style
950,revelry,two_brothers_brewing_company,81,american_amber_red_ale
515,pinstripe_red_ale,ska_brewing_co,82,american_amber_red_ale
520,newport_storm_hurricane_amber_ale,coastal_extreme_brewing_co,83,american_amber_red_ale
590,redhook_late_harvest_autumn_ale,redhook_ale_brewery,84,american_amber_red_ale
900,xs_imperial_red,rogue_ales,85,american_amber_red_ale
560,the_men_s_room_ale,elysian_brewing_company,86,american_amber_red_ale
500,lobster_ale,belfast_bay_brewing_co,87,american_amber_red_ale
530,mayflower_spring_hop,mayflower_brewing_company,88,american_amber_red_ale
600,giddy_up,new_belgium_brewing,89,american_amber_red_ale
620,revel_red,stoudts_brewing_co,90,american_amber_red_ale
500,old_yankee_ale,cottrell_brewing_co,91,american_amber_red_ale
700,dawn_of_the_red_ira_ale,ninkasi_brewing_company,92,american_amber_red_ale
790,centennial_red_brewmaster_series,long_trail_brewing_co,93,american_amber_red_ale
480,ouisconsing_red_ale,central_waters_brewing_co,94,american_amber_red_ale
540,ashland_amber,caldera_brewing_company,95,american_amber_red_ale
450,firefly_amber_ale,jackie_o_s_pub_brewery,96,american_amber_red_ale
600,reprise_centennial_red,4_hands_brewing_co,97,american_amber_red_ale
550,esb_amber_ale,flying_fish_brewing_company,98,american_amber_red_ale
850,alaskan_imperial_red_ale_pilot_series,alaskan_brewing_co,99,american_amber_red_ale
510,mactarnahan_s_amber_ale,portland_brewing_company,100,american_amber_red_ale
550,palmetto_amber,palmetto_brewing_company,101,american_amber_red_ale
650,rainmaker,steel_toe_brewing,102,american_amber_red_ale
650,ginger_twin,half_acre_beer_company,103,american_amber_red_ale
650,marble_red_ale,marble_brewery,104,american_amber_red_ale
520,retro_red,the_fort_collins_brewery,105,american_amber_red_ale
720,lost_dog,napa_smith_brewery,106,american_amber_red_ale
560,blue_moon_spiced_amber_ale,coors_brewing_company,107,american_amber_red_ale
660,loopy_oatmeal_red_ale,three_heads_brewing,108,american_amber_red_ale
880,red_skull,revolution_brewing_company,109,american_amber_red_ale
700,peak_organic_espresso_amber_ale,peak_organic_brewing_company,110,american_amber_red_ale
495,chronic_ale,pizza_port_solana_beach,111,american_amber_red_ale
nan,shine_on_ale,central_waters_brewing_co,112,american_amber_red_ale
500,alexander_keith_s_red_amber_ale,alexander_keith_s,113,american_amber_red_ale
450,river_horse_special_ale,river_horse_brewing_co,114,american_amber_red_ale
525,crazy_mountain_amber_ale,crazy_mountain_brewing_company,115,american_amber_red_ale
550,monk_in_the_trunk,inlet_brewing_co,116,american_amber_red_ale
480,tap_room_no_21_amber_ale,world_brews,117,american_amber_red_ale
570,kirkland_signature_amber_ale,kirkland_signature_costco_wholesale_corporation,118,american_amber_red_ale
600,gypsy_tears_ruby_ale,parallel_49_brewing_company,119,american_amber_red_ale
480,american_red_ale,rock_art_brewery,120,american_amber_red_ale
940,bonehead_imperial_red,fat_head_s_brewery_saloon,121,american_amber_red_ale
480,austin_amber_ale,independence_brewing_co,122,american_amber_red_ale
600,shark_bite_red_ale,port_brewing,123,american_amber_red_ale
520,black_dog_ale,spanish_peaks_brewing_co,124,american_amber_red_ale
900,red_god,cambridge_brewing_company,125,american_amber_red_ale
550,jumping_cow_amber_ale,steinhaus_brewing_co,126,american_amber_red_ale
610,native_amber,coop_ale_works,127,american_amber_red_ale
580,the_unforgiven_amber_ale,rush_river_brewing_company,128,american_amber_red_ale
520,henry_weinhard_s_redwood_flats_amber_ale,blitzweinhard_brewing_co,129,american_amber_red_ale
520,bear_naked_ale,adirondack_pub_brewery,130,american_amber_red_ale
nan,new_holland_red_tulip_ale,new_holland_brewing_company,131,american_amber_red_ale
1200,rexx,clown_shoes,132,american_amber_red_ale
500,north_peak_siren_amber,north_peak_brewing_company,133,american_amber_red_ale
530,amber_ale,grand_teton_brewing_co,134,american_amber_red_ale
500,rusty_chain,flying_bison_brewing_company,135,american_amber_red_ale
820,train_wreck_ale,mountain_town_brewing_co,136,american_amber_red_ale
520,wachusett_octoberfest_ale,wachusett_brewing_company,137,american_amber_red_ale
860,double_dread_imperial_red_ale,mad_river_brewing_company,138,american_amber_red_ale
540,rustic_ale,lost_nation_brewing,139,american_amber_red_ale
850,the_libertine,fulton_beer,140,american_amber_red_ale
830,aorta_ale_double_red_ale,short_s_brewing_company,141,american_amber_red_ale
475,finnegans_irish_amber,finnegans_inc,142,american_amber_red_ale
500,rowhouse_red,philadelphia_brewing_company,143,american_amber_red_ale
950,peak_organic_king_crimson,peak_organic_brewing_company,144,american_amber_red_ale
480,louie_s_demise,milwaukee_ale_house,145,american_amber_red_ale
550,west_sixth_amber,west_sixth_brewing_company,146,american_amber_red_ale
600,happy_amber,madtree_brewing,147,american_amber_red_ale
680,thomas_creek_appalachian_amber_ale,thomas_creek_brewery,148,american_amber_red_ale
550,cape_cod_red,cape_cod_beer,149,american_amber_red_ale
560,bucolia,bissell_brothers_brewing_co,150,american_amber_red_ale
440,runabout_red_ale,sebago_brewing_company,151,american_amber_red_ale
900,sam_vs_unicorn,pipeworks_brewing_company,152,american_amber_red_ale
500,red_marker_ale,alewerks_brewing_company,153,american_amber_red_ale
520,sierra_blanca_roswell_alien_amber,sierra_blanca_brewing_company_rio_grande,154,american_amber_red_ale
580,rise_up_red,hopworks_urban_brewery,155,american_amber_red_ale
570,peak_organic_fall_summit_ale,peak_organic_brewing_company,156,american_amber_red_ale
950,ard_ri,upland_brewing_company,157,american_amber_red_ale
610,ridgeback_ale,no_label_brewing_company,158,american_amber_red_ale
820,betrayal_imperial_red,speakeasy_ales_lagers,159,american_amber_red_ale
650,bromigo_smoked_maple_amber,three_heads_brewing,160,american_amber_red_ale
580,great_lakes_rally_drum_red_ale,great_lakes_brewing_co,161,american_amber_red_ale
610,free_range_red,laurelwood_public_house_brewery,162,american_amber_red_ale
650,bitto_honey,prism_brewing_company,163,american_amber_red_ale
590,buffalo_bayou_1836,buffalo_bayou_brewing_co,164,american_amber_red_ale
520,rail_yard_ale,wynkoop_brewing_company,165,american_amber_red_ale
520,deveiled,magic_hat_brewing_company,166,american_amber_red_ale
600,red_rock_amber_ale,opaopa_steakhouse_brewery,167,american_amber_red_ale
1020,carrack,mission_brewery,168,american_amber_red_ale
570,hoppy_red,boston_beer_company_samuel_adams,169,american_amber_red_ale
580,allin_amber,full_pint_brewing_company,170,american_amber_red_ale
770,imperial_red_ale,epic_brewing_company,171,american_amber_red_ale
800,the_imperial_texan,martin_house_brewing_company,172,american_amber_red_ale
450,perfect_tin_amber,tin_roof_brewing_company,173,american_amber_red_ale
680,thirsty_goat_amber,thirsty_planet_brewing_company,174,american_amber_red_ale
670,goose_autumn_ale,goose_island_beer_co,175,american_amber_red_ale
490,peak_organic_amber_ale,peak_organic_brewing_company,176,american_amber_red_ale
580,red_rambler_ale,peace_tree_brewing_co,177,american_amber_red_ale
800,6th_anniversary_ale_dirty_hippie_imperial_red_ale,kern_river_brewing_company,178,american_amber_red_ale
510,red_jacket_amber_ale,keweenaw_brewing_company,179,american_amber_red_ale
825,red_giant,element_brewing_company,180,american_amber_red_ale
580,hello_my_name_is_amber,flat_12_bierwerks,181,american_amber_red_ale
920,dank_imperial_red,oso_brewing_company_tap_house,182,american_amber_red_ale
485,sundance_amber_ale,boulder_beer_wilderness_pub,183,american_amber_red_ale
850,smuttynose_kindest_find_imperial_red_ale,smuttynose_brewing_company,184,american_amber_red_ale
450,buffalo_butt,rahr_sons_brewing_company,185,american_amber_red_ale
600,counter_culture,flying_dog_brewery,186,american_amber_red_ale
650,el_rojo_red_ale,griffin_claw_brewing_company,187,american_amber_red_ale
730,ma,tree_house_brewing_company,188,american_amber_red_ale
700,elector_imperial_red_ale,new_albanian_brewing_company_pizzeria_and_public_house,189,american_amber_red_ale
700,peak_organic_the_maple_collaboration,peak_organic_brewing_company,190,american_amber_red_ale
550,fish_tale_amber_ale,fish_brewing_company_fishbowl_brewpub,191,american_amber_red_ale
500,red_mo_ale,otto_s_pub_and_brewery,192,american_amber_red_ale
700,diablo_rojo,boneyard_beer_company,193,american_amber_red_ale
nan,rollin_dirty_red_ale,cigar_city_brewing,194,american_amber_red_ale
550,indiana_amber,oaken_barrel_brewing_company,195,american_amber_red_ale
560,switchback_roasted_red_ale,switchback_brewing_company,196,american_amber_red_ale
500,impey_barbicane_s_moongun,cigar_city_brewing,197,american_amber_red_ale
550,epicenter_amber,santan_brewing_co,198,american_amber_red_ale
500,thirsty_beaver_amber_ale,tree_brewing,199,american_amber_red_ale
560,rock_bottom_red_ale,rock_bottom_restaurant_brewery,200,american_amber_red_ale
720,tyranny_hoppy_red_ale,wicked_weed_brewing,201,american_amber_red_ale
500,auburn_ale,cameron_s_brewing_co,202,american_amber_red_ale
600,rusty_red,oso_brewing_company_tap_house,203,american_amber_red_ale
1020,louie_s_resurrection,milwaukee_brewing_company,204,american_amber_red_ale
600,simcoe_samurye,al_s_of_hampden_pizza_boy_brewing,205,american_amber_red_ale
450,griffon_red_ale,mcauslan_brewing,206,american_amber_red_ale
600,boont_barl_bourbon_barrel_amber_ale,anderson_valley_brewing_company,207,american_amber_red_ale
520,war_of_1812_ale,sackets_harbor_brewing_co,208,american_amber_red_ale
500,amsterdam_big_wheel_deluxe_amber,amsterdam_brewing_company,209,american_amber_red_ale
540,valor_ale,14th_star_brewing_co,210,american_amber_red_ale
580,northern_hawk_owl,right_brain_brewery,211,american_amber_red_ale
700,narragansett_lovecraft_series_honey_ale,narragansett_brewing_co,212,american_amber_red_ale
540,odin_s_gift,odin_brewing_company,213,american_amber_red_ale
510,scuttlebutt_amber,scuttlebutt_brewing_company,214,american_amber_red_ale
550,kona_brown,perrin_brewery,215,american_amber_red_ale
700,sabretoothed_squirrel,smog_city_brewing,216,american_amber_red_ale
570,shakparo_firebrewed_african_styleale,sprecher_brewing_company,217,american_amber_red_ale
550,sleeman_original_dark_50,sleeman_breweries_ltd,218,american_amber_red_ale
530,offshore_amber_ale,offshore_ale_company,219,american_amber_red_ale
560,hop_buggy,lancaster_brewing_company,220,american_amber_red_ale
560,mcneill_s_firehouse_amber_ale,mcneill_s_brewery,221,american_amber_red_ale
800,mississippi_fire_ant,southern_prohibition_brewing,222,american_amber_red_ale
800,rude_boy,burley_oak_brewery,223,american_amber_red_ale
560,rad_red_amber_ale,upland_brewing_company,224,american_amber_red_ale
500,rebel_kent_the_first,3_sheeps_brewing,225,american_amber_red_ale
800,hoppocalypse,apocalypse_ale_works,226,american_amber_red_ale
510,misfit_red,duclaw_brewing_company,227,american_amber_red_ale
850,red_cockaded_ale,southern_star_brewing_company,228,american_amber_red_ale
800,rapscallion_blessing,rapscallion,229,american_amber_red_ale
400,wasatch_evolution_amber_ale,utah_brewers_cooperative,230,american_amber_red_ale
600,dean_pacific_northwest_mahogany_ale,singlecut_beersmiths,231,american_amber_red_ale
560,lavaman_red_ale,kona_brewing_co,232,american_amber_red_ale
500,bor_ale_rousse,brasseurs_du_nord_inc,233,american_amber_red_ale
690,ipswich_harvest_ale,ipswich_ale_brewery,234,american_amber_red_ale
540,saluki_dunkeldog,big_muddy_brewing,235,american_amber_red_ale
600,windvane,bad_weather_brewing_company,236,american_amber_red_ale
500,nimbus_rillito_red_ale,nimbus_brewing_company,237,american_amber_red_ale
490,cambridge_amber,cambridge_brewing_company,238,american_amber_red_ale
750,ultra_high_frequency,solemn_oath_brewery,239,american_amber_red_ale
460,hale_s_red_menace_big_amber,hale_s_ales_brewery_pub,240,american_amber_red_ale
500,ramble_on_red,noda_brewing_company,241,american_amber_red_ale
500,spark_house_red_ale,lake_of_bays_brewing_company,242,american_amber_red_ale
700,expedition_ale,drake_s_brewing_co,243,american_amber_red_ale
500,mass_transit_ale,bristol_brewing_company,244,american_amber_red_ale
500,american_ale,thimble_island_brewing_company,245,american_amber_red_ale
600,wavemaker_amber_ale,big_storm_brewing_company,246,american_amber_red_ale
580,rye_d_piper,ale_industries,247,american_amber_red_ale
470,plowman_s_ale,grand_river_brewing,248,american_amber_red_ale
520,lighthouse_ale,fire_island_beer_company,249,american_amber_red_ale
560,scarlet_fire,tighthead_brewing_company,250,american_amber_red_ale
600,ridgetop_red,silver_city_brewing_co,251,american_amber_red_ale
540,red_rose_amber_ale,baird_brewing_company_fishmarket_taproom,252,american_amber_red_ale
580,carlsbad_chronic,pizza_port_solana_beach,253,american_amber_red_ale
800,mccarthy_s_bane,knee_deep_brewing_company,254,american_amber_red_ale
900,kroovy,rushing_duck_brewing_company,255,american_amber_red_ale
850,tyrant_double_red,wicked_weed_brewing,256,american_amber_red_ale
500,back_east_ale,back_east_brewing_company,257,american_amber_red_ale
750,duce,lucid_brewing,258,american_amber_red_ale
530,common_sense,upstate_brewing_company,259,american_amber_red_ale
nan,panama_limited_red_ale,flossmoor_station_restaurant_brewery,260,american_amber_red_ale
480,louie_s_demise_immortale,milwaukee_brewing_company,261,american_amber_red_ale
nan,red_fox_amber_ale,rogue_ales,262,american_amber_red_ale
540,sunset_amber_ale,grand_canyon_brewing_company,263,american_amber_red_ale
530,el_toro_poppy_jasper,el_toro_brewing_co,264,american_amber_red_ale
660,redemption_red_ale,reaperale,265,american_amber_red_ale
560,block_party,karben4_brewing,266,american_amber_red_ale
820,bone_warmer_imperial_amber_ale,grand_teton_brewing_co,267,american_amber_red_ale
560,1881_sacramento,ruhstaller,268,american_amber_red_ale
550,red_nun_red_ale,oconnor_brewing_co,269,american_amber_red_ale
700,homework_series_1_hoppy_red_ale,ballast_point_brewing_company,270,american_amber_red_ale
450,real_mccoy_amber_ale,mammoth_brewing_company,271,american_amber_red_ale
500,carnie_fire,coast_brewing_company,272,american_amber_red_ale
575,squatters_big_cottonwood,utah_brewers_cooperative,273,american_amber_red_ale
900,remnant_of_dragon,greenbush_brewing_company,274,american_amber_red_ale
560,saranac_amber_ale,matt_brewing_company_saranac_brewery,275,american_amber_red_ale
570,mcneill_s_ruby_ale,mcneill_s_brewery,276,american_amber_red_ale
550,oak_creek_amber_ale,oak_creek_brewery_and_grill,277,american_amber_red_ale
nan,dark_horse_rod,dark_horse_brewing_company,278,american_amber_red_ale
600,struise_rosse,de_struise_brouwers,279,american_amber_red_ale
540,bulldog_amber_ale,half_pints_brewing_company,280,american_amber_red_ale
950,man_vs_internet,solemn_oath_brewery,281,american_amber_red_ale
670,frankenmuth_christmas_town_ale,frankenmuth_brewery,282,american_amber_red_ale
550,empire_amber_ale,empire_brewing_company,283,american_amber_red_ale
600,great_lakes_independence_ale,great_lakes_brewing_co,284,american_amber_red_ale
820,lavery_imperial_red_ale,lavery_brewing_company,285,american_amber_red_ale
590,exile_red,evolution_craft_brewing_company,286,american_amber_red_ale
460,flying_monkey_amber_ale,flying_monkey_brewing_company,287,american_amber_red_ale
520,boston_red,boston_beer_works_canal_street,288,american_amber_red_ale
650,revival_red_ale,marshall_brewing_company,289,american_amber_red_ale
nan,drop_kick_ale,weston_brewing_company_omalley_s_pub,290,american_amber_red_ale
540,oakshire_amber,oakshire_brewing,291,american_amber_red_ale
600,dock_street_philadelphia_amber,dock_street_brewery_restaurant,292,american_amber_red_ale
490,arbor_brewing_red_snapper_special_bitter,arbor_brewing_company,293,american_amber_red_ale
600,boohai_red_ale,crazy_mountain_brewing_company,294,american_amber_red_ale
750,ro_shampo_imperial_red_ale,figure_8_brewing,295,american_amber_red_ale
560,tornado_alley_amber_ale,charleville_vineyard_microbrewery,296,american_amber_red_ale
620,el_centro,cigar_city_brewing,297,american_amber_red_ale
550,reclaimed_rye,creature_comforts,298,american_amber_red_ale
440,bed_and_breakfast,brouwerij_de_molen,299,american_amber_red_ale
450,rj_king_wingwalker_amber_ale,world_brews,300,american_amber_red_ale
600,rat_tail_ale,cellar_rats_brewery,301,american_amber_red_ale
680,fred_red_ale,blue_gray_brewing_co,302,american_amber_red_ale
700,tall_poppy,8_wired_brewing_co,303,american_amber_red_ale
530,twisted_pine_amber_ale,twisted_pine_brewing_company,304,american_amber_red_ale
600,dad,rhinegeist_brewery,305,american_amber_red_ale
730,bj_s_jeremiah_red,bj_s_restaurant_brewhouse,306,american_amber_red_ale
550,yukon_red_amber_ale_arctic_red,yukon_brewing_company,307,american_amber_red_ale
520,sequoia_red,kern_river_brewing_company,308,american_amber_red_ale
610,ruby_red_american_ale,fat_bottom_brewing,309,american_amber_red_ale
520,race_rocks_ale,lighthouse_brewing_company,310,american_amber_red_ale
830,sciaenhops,swamp_head_brewery,311,american_amber_red_ale
600,freetail_ale,freetail_brewing_company,312,american_amber_red_ale
450,cable_car_small_batch_amber_ale,world_brews,313,american_amber_red_ale
nan,rogue_farms_chipotle_ale,rogue_ales,314,american_amber_red_ale
550,misdemeanor,jailhouse_brewing_company,315,american_amber_red_ale
490,killians_irish_red,coors_brewing_company,316,american_amber_red_ale
480,fall_festivus,cricket_hill_brewing_co,317,american_amber_red_ale
600,axe_scar_pig,solemn_oath_brewery,318,american_amber_red_ale
610,hoppy_face_amber_ale,hoppy_brewing_co,319,american_amber_red_ale
460,tall_ship_amber_ale,garrison_brewing_company,320,american_amber_red_ale
580,liquid_mistress,siren_craft_brew,321,american_amber_red_ale
530,pike_pale_heirloom_amber_ale,the_pike_brewing_company,322,american_amber_red_ale
530,moosehead_boundary_ale,moosehead_breweries_ltd,323,american_amber_red_ale
520,almost_heaven_amber_ale,mountain_state_brewing_co,324,american_amber_red_ale
550,ruddy_rye,the_brew_kettle_taproom_smokehouse_production_works,325,american_amber_red_ale
550,death_becomes_you,los_muertos_brewing,326,american_amber_red_ale
650,nero_s_apecchio_red_ale,amarcord_birra_artigianale_italiana,327,american_amber_red_ale
800,looping_owl,right_brain_brewery,328,american_amber_red_ale
700,double_rainbow_ale,iron_horse_brewery,329,american_amber_red_ale
620,proletariat_red,lompoc_tavern,330,american_amber_red_ale
670,autumn_ale,goose_island_beer_co,331,american_amber_red_ale
710,rocco_red_ale,bootlegger_s_brewery,332,american_amber_red_ale
550,fire_chief_s_red_ale,pump_house_brewery,333,american_amber_red_ale
750,1901_red_ale,bold_city_brewery,334,american_amber_red_ale
580,cow_catcher_red_ale,mountain_town_brewing_co,335,american_amber_red_ale
500,barkeater_amber_ale,lake_placid_craft_brewing_company,336,american_amber_red_ale
560,stony_face_red_ale,hoppy_brewing_co,337,american_amber_red_ale
650,bulkhead_red,barrier_brewing_company,338,american_amber_red_ale
560,american_hero,liquid_hero_brewery,339,american_amber_red_ale
550,minhas_swiss_style_amber,minhas_craft_brewery,340,american_amber_red_ale
600,red_felt_ale,goose_island_beer_co,341,american_amber_red_ale
nan,ghost_river_riverbank_red,ghost_river_brewing,342,american_amber_red_ale
560,common_ground,the_fort_collins_brewery,343,american_amber_red_ale
550,rathskeller_amber_ale,gray_s_brewing_company,344,american_amber_red_ale
540,riptide_amber,pensacola_bay_brewery,345,american_amber_red_ale
830,atomic_raygun,spring_house_brewing_company,346,american_amber_red_ale
400,yakima_red,meantime_brewing_company_limited,347,american_amber_red_ale
540,copperline_amber_ale,carolina_brewery,348,american_amber_red_ale
600,moustache_ride,flat_12_bierwerks,349,american_amber_red_ale
560,men_s_room_original_red,elysian_brewing_company,350,american_amber_red_ale
530,magnificent_amber,triton_brewing_company,351,american_amber_red_ale
670,project_failed_red_ale,10_barrel_brewing_co,352,american_amber_red_ale
550,nightwatch_dark_amber_ale,maritime_pacific_brewing_company,353,american_amber_red_ale
920,climax_noel_imperial_red_ale,eel_river_brewing_co,354,american_amber_red_ale
600,premium_red_ale,uehara_shuzou_co_ltd_echigo_beer_pub,355,american_amber_red_ale
800,men_s_room_black_imperial_ale,elysian_brewing_company,356,american_amber_red_ale
1200,rufus,firestone_walker_brewing_co,357,american_amber_red_ale
580,merican_amber,jekyll_brewing,358,american_amber_red_ale
450,barrel_trolley_amber_ale,world_brews,359,american_amber_red_ale
500,moon_gun,duclaw_brewing_company,360,american_amber_red_ale
700,knickerbocker_red,blue_pants_brewery,361,american_amber_red_ale
650,red_beard_ale,latitude_42_brewing_company,362,american_amber_red_ale
538,backcountry_amber,backcountry_brewery,363,american_amber_red_ale
650,mesabi_red,lake_superior_brewing_company,364,american_amber_red_ale
720,citrus_wizard,cigar_city_brewing,365,american_amber_red_ale
620,red_card,alpine_beer_company,366,american_amber_red_ale
520,mehana_volcano_red_ale,hawaii_nui_brewing_mehana_brewing_company,367,american_amber_red_ale
550,smoked_amber,triple_c_brewing_co,368,american_amber_red_ale
510,beach_house,strand_brewing_co,369,american_amber_red_ale
570,red_ale,rock_bottom_restaurant_brewery,370,american_amber_red_ale
500,satan_s_pony_amber_ale,south_street_brewery,371,american_amber_red_ale
nan,amber,dead_armadillo_craft_brewing,372,american_amber_red_ale
510,south_coast,parish_brewing_company,373,american_amber_red_ale
470,rocket_red_ale,big_river_grille_brewing_works,374,american_amber_red_ale
550,owyhee_amber_ale,beer_valley_brewing_co,375,american_amber_red_ale
750,bottletree_red,bottletree_beer_co,376,american_amber_red_ale
550,irresistible_amber_ale,madison_river_brewing_company,377,american_amber_red_ale
580,murphy_s_law_amber_ale,smartmouth_brewing_company,378,american_amber_red_ale
550,day_of_the_dead_beer_cerveza_de_los_muertos_death_becomes_you,cerveceria_mexicana_sa_de_cv,379,american_amber_red_ale
580,organ_grinder_amber_ale,mankato_brewery,380,american_amber_red_ale
750,gentleman_farmer_estate_hop_ale,lickinghole_creek_craft_brewery,381,american_amber_red_ale
850,deranger_imperial_red,laurelwood_public_house_brewery,382,american_amber_red_ale
550,deadicated_amber_ale,devil_s_canyon_brewing_company,383,american_amber_red_ale
520,sea_dog_amber_ale,vancouver_island_brewery,384,american_amber_red_ale
570,flambeau_red,new_orleans_lager_ale_brewing_company_nola,385,american_amber_red_ale
520,belle_gueule_rousse,brasseurs_rj,386,american_amber_red_ale
660,winni_ale,603_brewery,387,american_amber_red_ale
550,anarchist_amber_ale,cannery_brewing_company,388,american_amber_red_ale
600,stinky_hippie,north_country_brewing,389,american_amber_red_ale
550,lizard_head_red,steamworks_brewing_co,390,american_amber_red_ale
